"BarrierType","lat","lon","Name","SARPID","Source","SourceID","Snapped","NHDPlusID","River","StreamSizeClass","FlowsToOcean","FlowsToGreatLakes","NIDID","NIDFederalID","PartnerID","Estimated","AnnualVelocity","AnnualFlow","TotDASqKm","YearCompleted","FERCRegulated","StateRegulated","NRCSDam","FedRegulatoryAgency","WaterRight","IsPriority","Height","Length","Width","Hazard","Construction","Purpose","Passability","FishScreen","ScreenType","Feasibility","Recon","Diversion","LowheadDam","StorageVolume","WaterbodyAcres","Fatality","Removed","YearRemoved","Condition","PassageFacility","TESpp","StateSGCNSpp","RegionalSGCNSpp","Trout","OwnerType","BarrierOwnerType","ProtectedLand","SourceLink","EJTract","EJTribal","NativeTerritories","WildScenicRiver","FishHabitatPartnership","Basin","Subbasin","Subwatershed","HUC2","HUC6","HUC8","HUC10","HUC12","State","County","CongressionalDistrict","Excluded","Invasive","OnLoop","HasNetwork","Ranked","Intermittent","Canal","StreamOrder","Landcover","SizeClasses","PerennialSizeClasses","MainstemSizeClasses","TotalUpstreamMiles","PerennialUpstreamMiles","IntermittentUpstreamMiles","AlteredUpstreamMiles","UnalteredUpstreamMiles","PercentUnaltered","PerennialUnalteredUpstreamMiles","PercentPerennialUnaltered","ResilientUpstreamMiles","PercentResilient","UpstreamDrainageAcres","UpstreamUnalteredWaterbodyAcres","UpstreamUnalteredWetlandAcres","TotalDownstreamMiles","FreeDownstreamMiles","FreePerennialDownstreamMiles","FreeIntermittentDownstreamMiles","FreeAlteredDownstreamMiles","FreeUnalteredDownstreamMiles","FreeResilientDownstreamMiles","GainMiles","PerennialGainMiles","TotalNetworkMiles","TotalPerennialNetworkMiles","TotalUpstreamMainstemMiles","PerennialUpstreamMainstemMiles","IntermittentUpstreamMainstemMiles","AlteredUpstreamMainstemMiles","UnalteredUpstreamMainstemMiles","PerennialUnalteredUpstreamMainstemMiles","PercentMainstemUnaltered","FreeLinearDownstreamMiles","FreePerennialLinearDownstreamMiles","FreeIntermittentLinearDownstreamMiles","FreeAlteredLinearDownstreamMiles","FreeUnalteredLinearDownstreamMiles","MainstemGainMiles","PerennialMainstemGainMiles","TotalMainstemNetworkMiles","TotalMainstemPerennialNetworkMiles","UpstreamWaterfalls","UpstreamDams","UpstreamSmallBarriers","UpstreamRoadCrossings","UpstreamHeadwaters","TotalUpstreamRoadCrossings","TotalDownstreamWaterfalls","TotalDownstreamDams","TotalDownstreamSmallBarriers","MilesToOutlet","InvasiveNetwork","YellowstoneCutthroatTroutHabitatUpstreamMiles","FreeYellowstoneCutthroatTroutHabitatDownstreamMiles","URL","CrossingCode","NearestCrossingID","NearestUSGSCrossingID","Road","RoadType","CrossingType","Constriction","PotentialProject","BarrierSeverity","SARP_Score","ProtocolUsed"
"Assessed road-related barrier",43.117016,-110.85304,"Road barrier - Lake Creek","sm174982","YCT Barriers 2008","17040103br093",true,55001200109448,"Lake Creek","1a","yes","no","","","","no",0.94529307,0.657137,2.7235,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Complete barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"not recorded","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","White Creek-Greys River","17","170401","17040103","1704010304","170401030410","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,100,0,0,0,2.152,0.948,1.204,0,2.152,100,0.948,100,2.152,100,672.9905,0,0,5181.774,5110.624,2424.974,2685.651,87.4,5023.224,4041.682,2.152,0.948,5112.776,2425.921,0.319,0.319,0,0,0.319,0.319,100,96.64,96.64,0,0.381,96.259,0.319,0.319,96.959,96.959,0,0,0,0,2,0,3,37,0,1280.5399,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/sm174982","","sm174982","6663340","","Unknown","Unknown","Unknown","Severe Barrier","Complete barrier",-1,""
"Assessed road-related barrier",43.32963,-110.43588,"Road barrier - Jack Pine Creek","sm174983","SARP AOP Inland Western Surveys Exported March 13, 2023","Xy 43.32960, -110.43592",true,55001200063165,"Jack Pine Creek","1a","yes","no","","","","no",1.0388288,1.852774,4.277,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Unknown","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"yes",2017,"Satisfactory","Unknown or none",0,0,0,"cutthroat trout","USDA Forest Service (ownership boundary)","Federal","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Lower Granite Creek","17","170401","17040103","1704010303","170401030304","Wyoming","Teton","WY00","no","no","no","yes","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,100,0,1,1,2.329,2.329,0,0,2.329,100,2.329,100,2.329,100,1056.868,0.55799055,0,5041.684,4970.535,2361.319,2609.216,87.4,4883.136,3901.593,2.329,2.329,4972.864,2363.648,0.923,0.923,0,0,0.923,0.923,100,130.464,130.464,0,0.381,130.083,0.923,0.923,131.387,131.387,-1,-1,-1,-1,-1,-1,-1,-1,-1,1313.5116,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/sm174983","xy110435433296","sm174983","","","Unpaved","Culvert","Spans only bankfull/active channel","Completed Project","Unknown",-1,"NAACC/SARP"
"Assessed road-related barrier",43.13359,-110.40745,"","sm174984","YCT Barriers 2008","17040103br088",true,55001200095134,"","1a","yes","no","","","","no",0.8574094,1.137958,6.7769,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Complete barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Kilgore Creek-Hoback River","17","170401","17040103","1704010302","170401030204","Wyoming","Sublette","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,95,0,0,0,7.046,2.892,4.153,0,7.046,100,2.892,100,7.046,100,1674.606,1.9364786,0.13885517,5181.774,5110.624,2424.974,2685.651,87.4,5023.224,4041.682,7.046,2.892,5117.67,2427.866,1.281,1.281,0,0,1.281,1.281,100,142.153,142.153,0,0.381,141.773,1.281,1.281,143.434,143.434,0,0,0,0,6,0,3,37,0,1325.2009,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/sm174984","","sm174984","6649369","","Unknown","Unknown","Unknown","Severe Barrier","Complete barrier",-1,""
"Assessed road-related barrier",43.142193,-110.91521,"Road barrier - Higby Creek","sm174985","YCT Barriers 2008","17040103br085",true,55001200013249,"Higby Creek","1a","yes","no","","","","no",1.0424817,1.338637,4.2317,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Complete barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"not recorded","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Paamus Naokwaide-Greys River","17","170401","17040103","1704010304","170401030411","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,100,0,0,0,3.62,1.513,2.107,0,3.62,100,1.513,100,3.62,100,1045.6742,0,0,5181.774,5110.624,2424.974,2685.651,87.4,5023.224,4041.682,3.62,1.513,5114.244,2426.486,0.79,0.79,0,0,0.79,0.79,100,91.458,91.458,0,0.381,91.078,0.79,0.79,92.248,92.248,0,0,0,0,4,0,3,37,0,1275.3582,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/sm174985","","sm174985","6640882","","Unknown","Unknown","Unknown","Severe Barrier","Complete barrier",-1,""
"Assessed road-related barrier",43.30378,-110.74669,"Road barrier - Deer Creek","sm174986","YCT Barriers 2008","17040103br077",true,55001200046131,"Deer Creek","1a","yes","no","","","","no",1.0097772,1.088096,4.3198,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Complete barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,1,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","Snake River Headwaters","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Porcupine Creek-Snake River","17","170401","17040103","1704010305","170401030507","Wyoming","Teton","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,97,0,0,0,3.185,0.906,2.279,0,3.185,100,0.906,100,3.185,100,1307.5808,0,0,5181.774,5110.624,2424.974,2685.651,87.4,5023.224,4041.682,3.185,0.906,5113.809,2425.879,0.906,0.906,0,0,0.906,0.906,100,107.732,107.732,0,0.381,107.352,0.906,0.906,108.638,108.638,0,0,0,2,3,2,3,37,1,1290.7802,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/sm174986","","","","","Unknown","Unknown","Unknown","Severe Barrier","Complete barrier",-1,""
"Assessed road-related barrier",43.070744,-110.47454,"Road barrier - Creased Dog Creek","sm174987","YCT Barriers 2008","17040103br074",true,55001200014794,"Creased Dog Creek","1a","yes","no","","","","no",0.7972773,0.40814,2.4515,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Complete barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Kilgore Creek-Hoback River","17","170401","17040103","1704010302","170401030204","Wyoming","Sublette","WY00","no","no","no","yes","yes","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,100,0,0,0,2.121,0,2.121,0,2.121,100,0,0,2.121,100,899.3139,0,4.2544007,5181.774,5110.624,2424.974,2685.651,87.4,5023.224,4041.682,2.121,0,5112.746,2424.974,0,0,0,0,0,0,0,148.99,148.809,0.182,0.381,148.61,-1,-1,-1,-1,0,0,0,2,2,2,3,37,0,1332.0381,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/sm174987","","","","","Unknown","Unknown","Unknown","Severe Barrier","Complete barrier",-1,""
"Assessed road-related barrier",43.140846,-110.76358,"","sm174988","YCT Barriers 2008","17040103br070",true,55001200030065,"","1a","yes","no","","","","no",0.9134135,0.553914,2.4027,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"not recorded","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Lower Little Greys River","17","170401","17040103","1704010304","170401030409","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,100,0,0,0,0.952,0.952,0,0,0.952,100,0.952,100,0.952,100,1187.4384,0,0,186.384,186.384,85,101.385,0,186.384,186.384,0.952,0.952,187.336,85.952,0,0,0,0,0,0,0,3.587,3.587,0,0,3.587,-1,-1,-1,-1,0,0,0,1,1,1,3,38,0,1286.6969,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/sm174988","","sm174988","6663117","","Unknown","Unknown","Unknown","Potential Project","Barrier - unknown severity",-1,""
"Assessed road-related barrier",43.344543,-110.69092,"Road barrier - Little Horse Creek","sm174991","YCT Barriers 2008","17040103br056",true,55001200126302,"Little Horse Creek","1b","yes","no","","","","no",1.1640738,11.522178,28.5761,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Complete barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,2,0,"cutthroat trout","State land","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Horse Creek","17","170401","17040103","1704010305","170401030505","Wyoming","Teton","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,98,1,1,1,23.645,9.237,14.408,0,23.645,100,9.237,100,23.645,100,7115.759,3.8374667,23.070162,2.562,2.562,1.403,1.16,0,2.562,2.562,2.562,1.403,26.207,10.64,4.75,4.75,0,0,4.75,4.75,100,0.32,0.32,0,0,0.32,0.32,0.32,5.07,5.07,0,0,0,1,24,1,3,39,0,1296.0992,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/sm174991","","","","","Unknown","Unknown","Unknown","Severe Barrier","Complete barrier",-1,""
"Assessed road-related barrier",43.125725,-110.93079,"Road barrier - Squaw Creek","sm174993","YCT Barriers 2008","17040103br052",true,55001200013248,"Squaw Creek","1b","yes","no","","","","no",1.2754419,6.000661,15.1995,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Complete barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"not recorded","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Paamus Naokwaide-Greys River","17","170401","17040103","1704010304","170401030411","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,100,1,1,1,11.43,5.152,6.278,0,11.43,100,5.152,100,11.43,100,6915.703,0,0,2.617,2.617,0.911,1.706,0,2.617,2.617,2.617,0.911,14.047,6.063,0.663,0.663,0,0,0.663,0.663,100,0.911,0.911,0,0,0.911,0.663,0.663,1.574,1.574,0,0,0,9,12,9,4,37,0,1275.5267,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/sm174993","","","","","Unknown","Unknown","Unknown","Severe Barrier","Complete barrier",-1,""
"Assessed road-related barrier",42.8787,-110.72261,"Road barrier - Lower Cabin Creek","sm174994","YCT Barriers 2008","17040103br050",true,55001200014062,"Lower Cabin Creek","1a","yes","no","","","","no",1.0892055,4.454541,8.9386,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Complete barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Blind Bull Creek-Greys River","17","170401","17040103","1704010304","170401030405","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,100,0,0,0,4.293,0.65,3.642,0,4.293,100,0.65,100,4.293,100,2208.773,0,6.2511425,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,4.342,0.7,1.733,0.075,1.658,0,1.733,0.075,100,0.05,0.05,0,0,0.05,0.05,0.05,1.783,0.125,0,0,0,0,4,0,3,37,4,1305.0637,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/sm174994","","","","","Unknown","Unknown","Unknown","Severe Barrier","Complete barrier",-1,""
"Assessed road-related barrier",42.875828,-110.72299,"Road barrier - Lower Cabin Creek","sm174995","YCT Barriers 2008","17040103br049",true,55001200014062,"Lower Cabin Creek","1a","yes","no","","","","no",1.0892055,4.454541,8.9386,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Complete barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Blind Bull Creek-Greys River","17","170401","17040103","1704010304","170401030405","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,100,0,0,0,0.155,0.155,0,0,0.155,100,0.155,100,0.155,100,303.44495,0,2.1172507,0.058,0.058,0.058,0,0,0.058,0.058,0.058,0.058,0.213,0.213,0.155,0.155,0,0,0.155,0.155,100,0.058,0.058,0,0,0.058,0.058,0.058,0.213,0.213,0,0,1,0,0,0,3,37,2,1304.8596,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/sm174995","","","","","Unknown","Unknown","Unknown","Severe Barrier","Complete barrier",-1,""
"Assessed road-related barrier",42.55819,-110.89501,"Road barrier - Cedar Creek","sm174996","YCT Barriers 2008","17040105br071",true,55001200109286,"Cedar Creek","1b","yes","no","","","","no",1.0413451,4.075472,10.4646,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"not recorded","","State","no","","no","no","Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Cedar Creek-Salt River","17","170401","17040105","1704010501","170401050101","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,98,1,1,1,8.832,3.656,5.176,0,8.832,100,3.656,100,0,0,2724.0854,0,4.2263823,26.836,26.836,14.312,12.524,0,26.836,0,8.832,3.656,35.668,17.968,2.311,2.311,0,0,2.311,2.311,100,4.214,4.214,0,0,4.214,2.311,2.311,6.524,6.524,0,0,0,3,8,3,3,45,0,1334.013,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/sm174996","","sm174996","6634215","","Unknown","Unknown","Unknown","Indeterminate","Indeterminate barrier",-1,""
"Assessed road-related barrier",42.911392,-111.00455,"Road barrier - Flat Creek","sm174998","YCT Barriers 2008","17040105br060",true,55001200061110,"Flat Creek","1b","yes","no","","","","no",0.82575274,2.995564,27.6078,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Limekiln Creek-Salt River","17","170401","17040105","1704010503","170401050302","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,45,0,0,0,0.135,0.135,0,0,0.135,100,0.135,100,0,0,5682.0557,0,0,52.758,52.758,31.006,21.752,1.329,51.429,0,0.135,0.135,52.893,31.141,0.135,0.135,0,0,0.135,0.135,100,9.375,9.375,0,0,9.375,0.135,0.135,9.51,9.51,0,1,0,0,0,4,3,38,0,1293.0417,"no",0.135,8.209,"https://aquaticbarriers.org/report/combined_barriers/sm174998","","sm174998","6616150","","Unknown","Unknown","Unknown","Indeterminate","Indeterminate barrier",-1,""
"Assessed road-related barrier",43.061863,-111.09277,"Road barrier - Deep Creek","sm175001","YCT Barriers 2008","17040105br086",true,55001200060835,"Deep Creek","1a","yes","no","","","","no",1.0711076,2.263902,9.517,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Jackknife Creek","17","170401","17040105","1704010503","170401050307","Idaho","Bonneville","ID02","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,82,0,0,0,2.38,1.77,0.61,0,2.38,100,1.77,100,2.38,100,1216.3744,0,0,0.621,0.621,0.621,0,0,0.621,0.621,0.621,0.621,3.001,2.391,1.222,1.222,0,0,1.222,1.222,100,0.621,0.621,0,0,0.621,0.621,0.621,1.843,1.843,0,0,1,1,2,3,3,37,1,1283.7983,"no",1.222,0.621,"https://aquaticbarriers.org/report/combined_barriers/sm175001","","","","","Unknown","Unknown","Unknown","Potential Project","Barrier - unknown severity",-1,""
"Assessed road-related barrier",42.968143,-110.97291,"Road barrier - North Branch Cedar Creek","sm175003","YCT Barriers 2008","17040105br052",true,55001200045251,"North Branch Cedar Creek","1b","yes","no","","","","no",1.1120404,9.400563,18.4133,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","State land","Local government","no","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Miller Creek-Salt River","17","170401","17040105","1704010503","170401050306","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,64,0,0,0,1.77,0.843,0.927,0,1.77,100,0.843,100,0,0,1920.846,0,0,2.145,2.145,0.038,2.107,0.038,2.107,0,1.77,0.038,3.915,0.881,1.77,0.843,0.927,0,1.77,0.843,100,2.145,0.038,2.107,0.038,2.107,1.77,0.038,3.915,0.881,0,1,0,3,0,3,3,40,1,1289.3801,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/sm175003","","sm175003","6624224","","Unknown","Unknown","Unknown","Indeterminate","Indeterminate barrier",-1,""
